Age,Gender,Family_History,Company_Size,Tech_Company,Wellness_Program,Anonymity_Protected,Leave_Difficulty,Work_Interfere,Benefits,Care_Options,Comments,Target_Sought_Treatment,Survey_Year
32.0,Male,No,1-5,Yes,No,Don't know,Very difficult,Rarely,No,Yes,no comment,0,2014
34.0,Male,No,1-5,Yes,Yes,Don't know,Somewhat difficult,Sometimes,Don't know,Not sure,no comment,0,2014
24.0,Male,No,6-25,Yes,No,Don't know,Very easy,Never,Yes,Not sure,no comment,0,2014
26.0,Male,No,1-5,Yes,No,Don't know,Don't know,Sometimes,No,Yes,no comment,1,2014
36.0,Male,No,26-100,Yes,No,Don't know,Don't know,Sometimes,Yes,No,no comment,1,2014
41.0,Male,No,500-1000,Yes,No,Don't know,Don't know,Rarely,Yes,Yes,I found it difficult to answer all of the questions effectively as many of them would depend on the nature of the mental health issues as some seem more socially accepted than others. For some people telling your current supervisor that you have a history of bi-polar disorder might be easier than telling a potential employer that you have a history of compulsive gambling. They might both be bits of irrelevant information (past behavior and not indicators of future behavior). However western culture pushes us to appear as capable as possible to our supervisors in pursuit of excellence in our work. Providing information that could create a negative bias seems like a more genuine and yet more risky approach to the discussion.,1,2014
38.0,Male,No,More than 1000,No,Don't know,Don't know,Very difficult,Sometimes,Don't know,Not sure,no comment,1,2014
38.0,Male,No,26-100,Yes,No,Don't know,Don't know,Sometimes,Don't know,Not sure,no comment,0,2014
30.0,Male,No,26-100,Yes,Don't know,Yes,Somewhat easy,,Don't know,No,no comment,0,2014
25.0,Male,No,26-100,Yes,No,Don't know,Somewhat difficult,Never,No,No,no comment,0,2014
37.0,Male,Yes,26-100,Yes,No,Don't know,Don't know,Often,Yes,Yes,no comment,1,2014
34.0,Male,Yes,6-25,Yes,No,Yes,Somewhat difficult,,No,No,no comment,0,2014
37.0,Female,Yes,More than 1000,No,Yes,Yes,Somewhat easy,Sometimes,Yes,Yes,no comment,1,2014
28.0,Female,Yes,6-25,No,Yes,Yes,Don't know,Sometimes,Yes,Yes,no comment,1,2014
22.0,Male,No,6-25,Yes,No,Don't know,Don't know,,Don't know,No,no comment,0,2014
34.0,Male,Yes,1-5,Yes,No,Don't know,Somewhat difficult,Sometimes,No,No,no comment,1,2014
33.0,Male,Yes,26-100,Yes,Yes,Yes,Somewhat easy,Sometimes,Yes,Yes,no comment,1,2014
25.0,Male,No,6-25,Yes,No,Yes,Somewhat difficult,,No,No,no comment,0,2014
27.0,Male,No,More than 1000,Yes,Don't know,Yes,Somewhat easy,Never,Yes,Yes,no comment,0,2014
40.0,Male,No,More than 1000,Yes,Yes,Yes,Don't know,Sometimes,Yes,Yes,I have only discussed my mental illness with close family members. I feel completely uncomfortable discussing with anyone at my place of employment as I am concerned it would have negative consequences.,1,2014
21.0,Male,No,6-25,No,No,Don't know,Don't know,Often,Don't know,No,no comment,1,2014
29.0,Male,No,6-25,No,No,Yes,Very easy,,No,No,no comment,0,2014
32.0,Male,Yes,1-5,Yes,No,Don't know,Don't know,Sometimes,No,No,no comment,1,2014
29.0,Female,Yes,500-1000,No,Yes,Yes,Don't know,Rarely,Yes,Yes,no comment,1,2014
23.0,Male,Yes,26-100,No,No,Yes,Somewhat easy,Sometimes,Don't know,No,no comment,1,2014
28.0,Male,Yes,100-500,Yes,No,Yes,Somewhat easy,,Yes,No,no comment,0,2014
31.0,Male,Yes,100-500,Yes,Yes,Yes,Very easy,Rarely,Yes,Yes,no comment,1,2014
27.0,Male,No,100-500,No,Don't know,No,Very easy,,Don't know,Not sure,no comment,0,2014
24.0,Male,No,6-25,Yes,Don't know,Don't know,Don't know,Sometimes,Don't know,No,no comment,0,2014
29.0,Male,No,6-25,Yes,No,Don't know,Somewhat difficult,Often,No,No,no comment,0,2014
23.0,Female,No,6-25,Yes,Don't know,Don't know,Don't know,Sometimes,Don't know,Not sure,no comment,1,2014
42.0,Male,No,6-25,Yes,No,Don't know,Somewhat easy,Never,No,Yes,No benefits at this organization but my employer/direct supervisor has had positive and constructive conversations with me about physical and mental health. Supervisor offered solutions advice time/energy to get help if I ever felt that needed it. (though it would have to be at my own expense). I feel safe sharing personal info with this particular person/company but this environment is the exception rather than the norm in my 15+ years as a tech worker. I would never feel safe enough to reveal info about any mental health concerns with any previous employers in the tech industry for fear of  negative perceptions job loss performance dings etc. ,0,2014
24.0,Male,No,1-5,Yes,No,Don't know,Don't know,,No,No,no comment,0,2014
25.0,Male,Yes,6-25,Yes,No,No,Very difficult,Often,No,Yes,no comment,1,2014
27.0,Female,No,6-25,Yes,No,Yes,Don't know,Rarely,Yes,No,no comment,1,2014
27.0,Male,No,6-25,Yes,No,No,Very difficult,Sometimes,No,Yes,no comment,0,2014
30.0,Male,No,100-500,Yes,No,Yes,Don't know,Sometimes,Yes,Yes,no comment,1,2014
29.0,Male,Yes,6-25,Yes,No,Yes,Very difficult,Rarely,No,Yes,no comment,1,2014
43.0,Male,No,6-25,Yes,No,Don't know,Somewhat easy,,No,Not sure,no comment,0,2014
32.0,Male,No,6-25,Yes,No,Don't know,Very easy,,No,Yes,no comment,0,2014
41.0,Male,No,26-100,Yes,Don't know,Don't know,Very easy,Sometimes,Yes,Yes,I think I am very lucky in my workplace. Our CEO has a degree in psychology.,1,2014
32.0,Male,Yes,1-5,Yes,Don't know,Don't know,Very easy,Sometimes,Don't know,Not sure,Some of these questions were difficult to answer as being self-employed they didn't all apply to me.,1,2014
37.0,Female,Yes,26-100,Yes,No,Yes,Don't know,Often,Yes,Yes,no comment,1,2014
32.0,Male,No,6-25,Yes,No,Don't know,Very easy,Never,No,No,no comment,0,2014
30.0,Male,No,1-5,Yes,No,Don't know,Somewhat difficult,Sometimes,No,No,no comment,0,2014
23.0,Female,Yes,100-500,No,Don't know,Yes,Don't know,Never,Yes,No,no comment,1,2014
30.0,Male,No,More than 1000,Yes,Yes,Yes,Very easy,,Yes,Yes,no comment,0,2014
34.0,Male,No,26-100,Yes,No,Don't know,Somewhat easy,Sometimes,No,Yes,no comment,0,2014
38.0,Male,No,26-100,Yes,No,Don't know,Don't know,Rarely,Yes,No,no comment,1,2014
33.0,Male,No,100-500,Yes,Yes,Yes,Don't know,,Yes,No,no comment,0,2014
34.0,Male,No,26-100,No,No,Don't know,Don't know,,Yes,No,no comment,0,2014
28.0,Male,No,6-25,Yes,No,Don't know,Somewhat easy,Sometimes,No,Yes,no comment,0,2014
28.0,Male,No,100-500,No,Yes,Don't know,Very easy,Rarely,Yes,Yes,no comment,1,2014
23.0,Male,Yes,100-500,Yes,No,Don't know,Don't know,Sometimes,Don't know,No,no comment,0,2014
22.0,Male,Yes,6-25,Yes,Yes,Don't know,Somewhat easy,Sometimes,Don't know,Not sure,no comment,1,2014
27.0,Male,No,6-25,Yes,No,Yes,Don't know,Never,No,No,It's a small startup in a small city in a small country.,0,2014
18.0,Male,No,6-25,Yes,No,Don't know,Don't know,Sometimes,Don't know,No,no comment,1,2014
35.0,Male,Yes,26-100,Yes,No,Yes,Somewhat difficult,Sometimes,Yes,Yes,no comment,1,2014
25.0,Male,No,100-500,No,No,Don't know,Don't know,,Don't know,Not sure,no comment,0,2014
27.0,Male,Yes,6-25,Yes,No,Yes,Somewhat easy,Sometimes,No,No,Hi Ed it's Paul Dragoonis. I have Aspergers/High Functioning Autism :-),1,2014
26.0,Female,Yes,More than 1000,Yes,Don't know,Don't know,Don't know,Rarely,Yes,Not sure,no comment,1,2014
18.0,Male,No,26-100,Yes,Don't know,Don't know,Very easy,Never,Don't know,Not sure,no comment,0,2014
38.0,Female,No,1-5,Yes,No,Don't know,Don't know,Sometimes,No,Yes,The form of mental health problem that I suffer is anxiety.,1,2014
26.0,Female,Yes,More than 1000,Yes,Yes,Don't know,Somewhat easy,Rarely,Yes,Yes,no comment,1,2014
30.0,Male,No,1-5,Yes,No,No,Somewhat easy,Never,No,No,no comment,0,2014
35.0,Male,No,More than 1000,Yes,No,Don't know,Don't know,Never,Don't know,No,no comment,0,2014
45.0,Male,Yes,More than 1000,Yes,Don't know,Yes,Don't know,Sometimes,Yes,Yes,no comment,1,2014
32.0,Male,No,More than 1000,Yes,No,Don't know,Don't know,Never,Yes,No,no comment,0,2014
56.0,Male,No,More than 1000,Yes,Don't know,Don't know,Don't know,Never,Yes,Not sure,no comment,1,2014
24.0,Female,No,500-1000,Yes,No,Don't know,Don't know,,Don't know,Not sure,no comment,0,2014
30.0,Female,Yes,26-100,Yes,Yes,Don't know,Very easy,Sometimes,Yes,Yes,no comment,1,2014
60.0,Male,No,More than 1000,Yes,Don't know,Don't know,Don't know,,Yes,No,no comment,0,2014
33.0,Male,Yes,More than 1000,Yes,Yes,Don't know,Don't know,Sometimes,Yes,No,no comment,1,2014
37.0,Male,No,More than 1000,Yes,Yes,Don't know,Don't know,Never,Yes,Yes,no comment,0,2014
23.0,Female,No,More than 1000,Yes,Yes,Don't know,Don't know,Sometimes,Yes,Yes,no comment,1,2014
31.0,Female,No,More than 1000,Yes,Don't know,Yes,Somewhat easy,Sometimes,Yes,Not sure,no comment,1,2014
26.0,Male,No,100-500,Yes,No,Don't know,Don't know,Rarely,Yes,Not sure,no comment,0,2014
28.0,Female,Yes,100-500,No,Yes,Yes,Somewhat easy,Often,Yes,Yes,no comment,1,2014
37.0,Female,No,More than 1000,Yes,Don't know,Don't know,Somewhat easy,Rarely,Yes,Yes,no comment,1,2014
26.0,Male,Yes,6-25,Yes,No,Don't know,Don't know,Often,Yes,No,no comment,1,2014
30.0,Other,Yes,26-100,Yes,No,Don't know,Somewhat easy,Rarely,Yes,Not sure,no comment,1,2014
26.0,Male,No,26-100,Yes,No,Don't know,Don't know,,No,No,no comment,0,2014
25.0,Male,No,26-100,Yes,No,Don't know,Don't know,,Don't know,Not sure,no comment,0,2014
27.0,Male,No,100-500,Yes,Yes,Don't know,Don't know,Sometimes,Yes,Not sure,The thought of going through my employer directly to get help is fucking scary.Getting help is the hardest part of getting help.,0,2014
25.0,Male,No,6-25,No,No,Don't know,Somewhat difficult,Often,Don't know,No,no comment,1,2014
35.0,Male,No,100-500,Yes,Don't know,Don't know,Don't know,Rarely,Yes,Not sure,no comment,1,2014
36.0,Male,No,1-5,Yes,No,Don't know,Somewhat easy,Never,No,Yes,no comment,1,2014
26.0,Male,Yes,More than 1000,Yes,No,Don't know,Don't know,Sometimes,Yes,Not sure,no comment,1,2014
27.0,Male,Yes,More than 1000,Yes,Don't know,Don't know,Very easy,,Don't know,No,Don't know because I haven't checked not because it's difficult to find out. If you didn't have the don't know option I would've looked up the answer.,0,2014
30.0,Male,No,6-25,No,No,Don't know,Don't know,,Don't know,Not sure,no comment,0,2014
29.0,Male,No,100-500,No,No,Don't know,Don't know,,Don't know,Not sure,no comment,0,2014
25.0,Male,No,More than 1000,No,Yes,Yes,Very easy,Never,Yes,Yes,no comment,0,2014
22.0,Female,Yes,More than 1000,Yes,Yes,Yes,Somewhat easy,Often,Yes,Yes,no comment,1,2014
29.0,Male,No,26-100,Yes,No,Don't know,Somewhat easy,,No,Yes,no comment,0,2014
41.0,Male,Yes,100-500,Yes,Don't know,Yes,Somewhat easy,Rarely,Yes,Yes,no comment,1,2014
29.0,Male,No,More than 1000,Yes,No,Don't know,Don't know,Sometimes,Yes,No,no comment,1,2014
32.0,Male,No,500-1000,Yes,Don't know,Yes,Somewhat easy,Never,Yes,Not sure,no comment,0,2014
24.0,Female,Yes,More than 1000,Yes,No,Yes,Don't know,Sometimes,Yes,Yes,no comment,1,2014
25.0,Male,No,6-25,Yes,Don't know,Don't know,Don't know,Rarely,Yes,No,no comment,1,2014
25.0,Male,No,More than 1000,Yes,Don't know,Don't know,Don't know,,Don't know,Not sure,no comment,0,2014
30.0,Female,No,More than 1000,Yes,Yes,Yes,Somewhat easy,Never,Yes,Yes,no comment,0,2014
25.0,Male,Yes,More than 1000,Yes,Don't know,Don't know,Don't know,Sometimes,Don't know,Not sure,no comment,1,2014
30.0,Male,No,1-5,Yes,No,Don't know,Don't know,Never,No,Yes,no comment,0,2014
33.0,Male,Yes,1-5,No,No,Don't know,Somewhat difficult,Rarely,No,No,no comment,1,2014
24.0,Male,No,26-100,Yes,Yes,Yes,Very easy,,Yes,Not sure,no comment,0,2014
25.0,Male,Yes,More than 1000,Yes,No,Don't know,Don't know,Sometimes,Yes,Yes,no comment,1,2014
31.0,Male,No,100-500,No,No,Yes,Somewhat easy,,Don't know,No,no comment,0,2014
45.0,Male,No,1-5,Yes,No,Don't know,Very difficult,Often,No,No,no comment,1,2014
29.0,Male,No,6-25,No,No,Don't know,Don't know,,No,Yes,no comment,0,2014
46.0,Male,No,26-100,Yes,Yes,Don't know,Very easy,Never,Yes,Not sure,no comment,0,2014
30.0,Male,No,26-100,Yes,No,Don't know,Don't know,Sometimes,Don't know,No,no comment,1,2014
29.0,Female,No,More than 1000,Yes,Don't know,Don't know,Very easy,Sometimes,Yes,Not sure,no comment,0,2014
24.0,Male,No,More than 1000,Yes,Don't know,Yes,Don't know,,Yes,Yes,I think there might be some bugs in my thought but I haven't sought treatment because they're not worse than annoying and I worry about having the label.,0,2014
29.0,Male,No,26-100,Yes,Yes,Yes,Very easy,,Yes,Yes,I think a lot of our policy is based on a situation that occurred in the past 5 years. A very public mental illness happened with a coworker that unfortunately ended negatively. It was definitely a catalyst to talking about our options but the overall sentiment of it being OK to take time off talk with your supervisors etc. has always been there. It's a great company.,0,2014
35.0,Male,No,26-100,No,No,Don't know,Don't know,,Don't know,Not sure,no comment,0,2014
33.0,Female,Yes,26-100,Yes,No,Don't know,Very difficult,Sometimes,No,Yes,no comment,0,2014
27.0,Male,No,More than 1000,Yes,Don't know,Don't know,Very easy,Sometimes,Don't know,Not sure,Regardless of a stated lack of negative consequences for discussing mental health issues with coworkers/superiors unconscious bias is a very real thing - as long as I don't *need* to inform my co-workers my mental health issues do not need to be public knowledge.,0,2014
36.0,Male,No,More than 1000,Yes,Don't know,Don't know,Don't know,,Don't know,Not sure,no comment,0,2014
33.0,Male,No,1-5,Yes,No,Don't know,Don't know,Rarely,Don't know,No,no comment,0,2014
25.0,Female,Yes,26-100,Yes,No,Yes,Don't know,Sometimes,Yes,Yes,no comment,1,2014
23.0,Male,Yes,100-500,No,No,Don't know,Don't know,Sometimes,Don't know,No,YOU MAY WANT TO THROW OUT MY ENTRY.I answered all of these questions with the assumption that Attention Deficit Disorder is considered a mental illness and with ADD in mind.,1,2014
54.0,Male,Yes,More than 1000,Yes,Yes,Don't know,Don't know,Never,Don't know,No,no comment,1,2014
22.0,Male,No,More than 1000,Yes,Don't know,Don't know,Don't know,Sometimes,Don't know,No,no comment,0,2014
25.0,Other,Yes,More than 1000,Yes,Don't know,Don't know,Don't know,Sometimes,Yes,Yes,no comment,1,2014
29.0,Male,No,6-25,No,No,Don't know,Don't know,Often,Don't know,No,In Belgium we have all medical care so perhaps some question are not relevant,0,2014
27.0,Male,No,More than 1000,Yes,Yes,Yes,Don't know,Sometimes,Yes,Yes,no comment,1,2014
30.0,Male,No,6-25,Yes,No,Don't know,Very easy,Never,No,No,A co-worker recently had mental health issues and my employer was very reasonable with them I don't know the full story but I do know that he was given ample time off and eased back in to the work place.,0,2014
26.0,Male,Yes,More than 1000,Yes,Don't know,Don't know,Don't know,Often,Yes,Not sure,no comment,1,2014
25.0,Female,Yes,6-25,Yes,Yes,Don't know,Somewhat easy,Sometimes,Yes,Yes,no comment,0,2014
31.0,Male,No,500-1000,No,No,Yes,Don't know,Sometimes,No,Yes,no comment,1,2014
33.0,Male,Yes,26-100,Yes,No,Don't know,Don't know,Sometimes,Don't know,Not sure,no comment,1,2014
34.0,Male,Yes,More than 1000,Yes,Don't know,Yes,Don't know,Sometimes,Yes,Yes,no comment,1,2014
34.0,Male,No,100-500,Yes,No,Don't know,Somewhat easy,Sometimes,No,No,no comment,1,2014
29.0,Male,No,1-5,Yes,No,Yes,Very easy,,No,Yes,no comment,0,2014
33.0,Other,No,6-25,Yes,No,Don't know,Somewhat difficult,,No,No,no comment,0,2014
34.0,Male,Yes,26-100,Yes,No,Don't know,Somewhat difficult,Rarely,No,No,no comment,1,2014
26.0,Male,Yes,100-500,No,No,No,Don't know,Rarely,No,No,no comment,1,2014
32.0,Male,Yes,More than 1000,No,Yes,Yes,Don't know,Rarely,Yes,Yes,no comment,1,2014
,Male,No,6-25,Yes,No,Don't know,Don't know,Often,Yes,Yes,no comment,1,2014
28.0,Male,Yes,More than 1000,Yes,No,Don't know,Somewhat difficult,Sometimes,Don't know,Not sure,no comment,1,2014
35.0,Male,Yes,More than 1000,Yes,Yes,Yes,Very easy,,Yes,No,no comment,0,2014
36.0,Male,Yes,100-500,Yes,No,Yes,Very easy,Often,No,Yes,no comment,1,2014
21.0,Male,Yes,100-500,Yes,No,Yes,Don't know,Rarely,Yes,No,no comment,1,2014
21.0,Male,No,6-25,No,No,No,Very easy,Sometimes,Don't know,Not sure,no comment,1,2014
22.0,Female,No,More than 1000,Yes,Yes,Yes,Somewhat easy,,Yes,No,no comment,0,2014
41.0,Male,Yes,More than 1000,Yes,Yes,Don't know,Somewhat difficult,Often,Yes,No,no comment,1,2014
55.0,Male,Yes,More than 1000,Yes,Yes,Yes,Very easy,Rarely,Yes,Yes,My refer to the mental health issue of depression.  I might answer differently if I was talking about a more serious issue like schizophrenia,1,2014
32.0,Female,No,26-100,Yes,Yes,Yes,Somewhat easy,Sometimes,Yes,Yes,My employer does what they can providing a wellness program and pointing it out after particularly stressful times. But the interaction between the wellness program and the medical insurance is unpleasant and finding a long-term therapist / psychiatrist covered by insurance is amazingly difficult. My current lack of active treatment is due to insurance friction more than workplace friction.,1,2014
21.0,Female,Yes,26-100,Yes,Don't know,Don't know,Somewhat easy,Rarely,Don't know,Not sure,no comment,1,2014
45.0,Male,No,26-100,Yes,Don't know,Don't know,Don't know,Never,Yes,Yes,no comment,1,2014
27.0,Female,No,More than 1000,Yes,No,Yes,Don't know,Rarely,Yes,Yes,no comment,1,2014
25.0,Female,Yes,26-100,Yes,No,Don't know,Don't know,Sometimes,Don't know,No,no comment,1,2014
34.0,Female,Yes,More than 1000,No,Yes,Yes,Very difficult,Rarely,Yes,Yes,I work for a university.,1,2014
26.0,Female,Yes,More than 1000,Yes,No,Yes,Don't know,Never,Yes,Yes,no comment,1,2014
41.0,Male,No,500-1000,Yes,No,Don't know,Somewhat easy,Never,Yes,Not sure,no comment,1,2014
27.0,Male,No,More than 1000,Yes,Yes,Yes,Don't know,Rarely,Yes,No,no comment,1,2014
31.0,Other,Yes,26-100,Yes,No,Don't know,Don't know,Sometimes,Yes,No,no comment,1,2014
25.0,Male,Yes,26-100,Yes,No,Yes,Somewhat easy,Often,No,No,no comment,1,2014
26.0,Male,No,6-25,Yes,No,Don't know,Don't know,Sometimes,Don't know,No,no comment,1,2014
27.0,Female,Yes,More than 1000,Yes,No,Don't know,Don't know,Rarely,Yes,Yes,no comment,1,2014
